"","primitive","classical","secretory","basal"
"CHCHD7",-0.0792148166639121,0.0298184644093766,0.0102361343643063,-0.0315174737575654
"CHCHD8",0.0244606310943731,0.128791877034826,-0.218201868865739,-0.00296747271990533
"CHD1L",0.310085178476799,0.0688520568184889,-0.084788902737158,-0.136186761797116
"CHD2",-0.00317388151514559,0.00333891840081212,0.050457946188653,-2.22044604925031e-16
"CHD3",0.0453190506788491,-0.0520972016568737,0.0213963911149877,-0.00282313126816118
"CHD4",0.245827769874722,-0.0405029555250138,-0.0156452180761855,-0.0149377774881696
"CHD5",-0.00187052367683127,-0.00903819632174597,0.0457706471894841,6.93889390390723e-18
"CHD7",0.298359217615383,-0.0395740961837431,-0.0231227098823994,-0.0393807127384467
"CHD8",0.11070735539736,-0.0307618111702853,-0.0249271911531048,0.0841316398710178
"CHD9",-0.087503543904111,-0.05886548418444,0.0642061652437982,0.0794833918344702
"CHEK1",0.437567169545205,0.024466946015142,-0.207327015919945,-0.023372915679931
"CHEK2",0.117345704578087,0.212681725716896,-0.412979506024411,-0.073796854680765
"CHERP",0.154734345470331,0.0923817595282985,-0.129117557684571,-0.109631385182376
"CHGA",-0.0541740829561,0.156261593692951,-0.0719842243557902,-0.0309330031925894
"CHGB",0.239441396782968,0.0296547865355726,-0.0529637061042085,-0.101073288828529
"CHI3L1",-0.417835098866527,-0.18880913946558,0.574503516931377,-0.00481928207972038
"CHI3L2",-0.277117836776589,-0.157281470924627,0.759343345007314,-0.0970589511684499
"CHIA",-0.09270694558746,-0.0636991310071029,0.254345541575398,-0.0799444018396007
"CHIC2",-0.185958382801841,0.1128264180566,-0.27423127324489,0.127919622925496
"CHIT1",-0.798142221365447,-0.0356350322059044,0.593466298241232,-0.121720210219675
"CHKA",0.497423711642323,-0.238702820080993,0.23509252237439,-0.146017872573027
"CHL1",-0.282942985076562,-0.053377066520341,-0.108724233844129,0.65554199299794
"CHM",-0.0824803261747906,-0.0623830756622554,0.0889680999285655,-0.0317009972999541
"CHMP1A",0.0410185184067598,-2.83546304469251e-05,-0.0480819218249056,0.0419135328062921
"CHMP2A",-0.013802225634008,0.0421886065202113,-0.0226593557725001,-0.0258967940433741
"CHMP2B",-0.135187863915959,-0.08052838427942,0.184342596454718,0.0980028271517473
"CHMP6",-0.00463811663299528,0.00162792739953654,0.00634745115926627,-0.0219173075929518
"CHMP7",-0.0278095467862702,-0.12367799624308,0.242535675064725,-0.0782898651205586
"CHODL",0.264907794176992,0.779626505658542,-0.416492633911761,-0.393409595196021
"CHORDC1",0.0367745850092918,0.108171761166247,-0.174555122713739,-0.00953283194883493
"CHP",-0.181524247871314,0.0100071808066429,-0.0426668373266643,0.193082933073487
"CHP2",-0.184414187237928,0.390115471146281,-0.134952949914517,-0.0243382707539796
"CHPF",-0.0825008872831093,-0.0511448006252815,-0.0753236942058144,0.217286282658636
"CHPT1",0.437582462619969,-0.0246726795908668,0.100831470290967,-0.218537894974588
"CHRD",-0.036429077835161,-0.00659276888260152,0.0318733100370776,-0.0360439528750403
"CHRM2",0.00525303195100479,-0.0117324096311762,-0.0524242116897196,0.000272893912762997
"CHRM4",0.0377576390372678,0.0090642294764054,-0.0160698165391018,-0.0705789805666326
"CHRM5",0.0163109603412784,-0.0044687327378008,0.064081775565799,-0.051967876958265
"CHRNA1",-0.0211702255218771,-0.0283045131252022,0.0532968968178454,0.0098060796388686
"CHRNA10",-0.00229372078025223,0.0343826062635446,-0.00232051034306656,-0.0403402596353295
"CHRNA3",0.0126268648064747,-0.0466387132181132,0.0210969899055193,0.0310241578581727
"CHRNA4",-0.0489060617315265,0.00985213241527516,0.0277503844897163,-0.00753815025563775
"CHRNA5",0.325081565973353,0.0675238140713339,-0.112452975869226,-0.118725871875701
"CHRNA6",-0.025259079192588,-0.0369600710411157,0.0431690587846166,-0.00989824427022603
"CHRNA9",0.017802399042965,-0.0295038893741565,0.0478037497684365,-0.0372438342001005
"CHRNB2",-0.0600105025842912,0.032441661321066,0.00815587219596647,-0.0784718675831573
"CHRNB4",-0.0207310054532415,0.0389146244181402,-0.0311754395628913,-0.0367071736463985
"CHRND",-0.0545960720491252,0.033806175051176,0.0361248577606676,-0.0387015270418237
"CHRNG",-0.012427050162048,-0.0173589167662018,0.0259422017393901,-0.00911365515059304
"CHST1",-0.145565126311815,0.257390969127325,-0.00992899399159072,-0.0874573283609222
"CHST10",0.221267102801767,0.119471812982578,-0.205693643992844,-0.131133559679268
"CHST11",-0.141492603693354,-0.341492805716754,0.558375650146762,0.334321668264154
"CHST12",-0.160470819993065,-0.0710581723849837,0.256333342508027,-0.0874577979240833
"CHST2",-0.473722877142317,0.510869856420878,-0.231701496587962,-0.331575895626967
"CHST3",-0.160222230094031,0.0576286673688649,-0.111012764792615,0.21901116248612
"CHST4",0.0366274288103959,-0.0417819589990757,0.053057222728058,0.0779434176357777
"CHST7",-0.724961662247655,1.27073310727268,-0.680291630304735,-0.297615149068231
"CHST8",-0.0140103092269968,0.0122840755863772,0.0165943956281627,-0.0713245688309171
"CHSY1",-0.100283757055096,-0.162461037666496,0.217454132103535,0.221891362678291
"CHUK",0.0641447799858686,-0.029102961941526,0.0167166861057066,-0.0106004904706559
"CIAO1",0.102901478086674,0.0563779479108846,-0.0482647335312956,-0.12843245655874
"CIAPIN1",0.0500498125197053,0.0366331015905004,-0.158881504558968,0.0687697663853128
"CIB2",0.432143695162998,0.0176234794405346,-0.137396119737061,0.0846435369019258
"CIC",-0.0244428094182125,-0.0760268921588518,0.116742094600124,-0.0361548274289671
"CIDEA",-0.0638676864147085,-0.0261429413699718,0.0391936783410736,0.04429454248174
"CIDEB",-0.23279796793581,-0.0732636816490927,0.117149804822623,0.0963147046527212
"CILP",-0.638837587132608,-0.213105382004462,0.395839793810891,0.193472920490428
"CINP",-0.0150853326846621,0.0335933012540658,-0.156020177385283,0.0732436865494331
"CIR",-0.015034078386043,0.028392711465297,0.0609575782391536,-0.0875400623699904
"CISD1",0.140336759784218,-0.0237625331442359,0.00114195219773824,0.0125330386160895
"CIT",0.148969364312118,0.0404432424637422,-0.0264668111548545,-0.0784762760355262
"CITED1",0.0459152436813184,0.00339447873122878,-0.00882417006441849,-0.0296744487677748
"CITED2",-0.05307569004939,-0.207539172735325,0.770445739885956,0.00995911994534932
"CIZ1",0.0522397528680052,0.065715052544628,0.0127089454847411,-0.0720535921423102
"CKAP2",0.111600305226135,0.103239739260706,-0.263415400699234,-0.095856476432024
"CKAP4",0.0250531730275676,-0.0246771320915844,-0.0823950156803557,0.215074860131353
"CKAP5",0.34224834686872,0.0788453076085895,-0.413377987480589,-0.0747343004231134
"CKLF",-0.0204435605846758,-0.33737770022252,0.326550434605129,-0.0121299525211363
"CKM",0.155492877756212,-0.0362140955834647,0.0628102877238211,-0.00227084313654563
"CKMT2",0.0233019722203634,-0.0229298826062084,0.000799687821865906,0.017038383357432
"CKS1B",0.295890464030334,0.263559429552736,-0.584509701249283,-0.0601709466851474
"CKS2",0.319235592984305,0.348608112341607,-0.473576484932649,-0.327551667396158
"CLASP1",0.0211277453677499,0.305578676297115,-0.274259524506988,-0.148367278538784
"CLASP2",0.0690008514437718,-0.0752321931636466,0.180474272809034,-0.0683761515461263
"CLC",-0.298782782949503,-0.0108714140943206,0.10256729634302,0.120812955813895
"CLCA1",-0.0315989897705655,0.00382487943605719,0.0448058317819123,-0.0468323894252016
"CLCA2",-2.44462835123723,0.693044247116535,-1.91210777431285,0.997534951728748
"CLCA4",-0.11742926343992,-0.0588719233819175,-0.00456818202303805,1.50230987822182
"CLCF1",-0.185889589070005,-0.00418932096819757,0.135859136185489,-0.0730387117801687
"CLCN1",-0.0708912524211474,0.0368895123625519,0.0417796966598936,-0.010981893090624
"CLCN2",0.0988787327124498,0.356435146444508,-0.453112736111786,-0.0863836300547557
"CLCN3",0.0705067073925525,0.09251038892434,-0.178951603291532,0.146899945698279
"CLCN4",0.0531681308878625,-0.043277436445326,0.0518674418612964,0.0122803650436316
"CLCN6",-0.00783801881484204,-0.12157382605846,0.195673240317137,-0.0288909419647494
"CLCN7",-0.0123115277816614,-0.0637001751212436,0.150489633831082,-0.0370355257348698
"CLCNKB",-0.00794163611133192,0.00100939986071902,-0.00490769725967377,-0.00558991569251379
"CLDN1",-0.950597006356813,0.401294199600516,-1.1493903688945,1.0223801384451
"CLDN11",0.0758869751057097,-0.0405951953807042,0.147390335022489,-0.0669412039041977
"CLDN15",0.00477008081205677,0.0214998091656485,0.00862408537342085,-0.138614455126561
"CLDN16",-0.030626985820834,0.0128169749388007,0.0157405729640387,0.0144783162215489
"CLDN17",-0.0241415445874871,-0.0115058030101168,-0.0531077918880252,0.022000566298764
"CLDN5",-0.690622825604137,-0.146729691441507,0.591197916432425,-0.104700289664929
"CLDN6",0.0379968402528919,-0.00825704493937596,0.0634094689993807,-0.03397452857531
"CLDN7",0.200443323129556,-0.0408017559309253,-0.00513461753214606,-0.0175655898625278
"CLDN8",-0.204185260017534,0.4337048917924,-0.218311529239676,-0.0861551310787344
"CLDN9",-0.0186245119245132,-0.0115242266218457,0.0755908615205995,-0.00607940405525365
"CLEC10A",-0.302743699142504,-0.134502783966445,0.56043409174688,-0.073423122831832
"CLEC11A",-0.121657111600834,-0.0999795441694653,0.171720043298753,0.0758695080470697
"CLEC16A",0.0782573194747754,-0.0656291086034116,0.051113050675452,0.000434289154601829
"CLEC1A",-0.170327795486235,-0.0550914657038253,0.505203730406546,0.0252160885992492
"CLEC1B",-0.0478719961272138,0.00927846031948287,0.000708295344382215,-0.00633525437563076
"CLEC2B",-0.437635023341441,-0.342455051502719,0.364677401452406,0.282560063265919
"CLEC2D",-0.153740224274288,-0.0557540557282154,0.224706893520642,-0.0747696203166834
"CLEC3B",-0.368469709861948,-0.17343805576872,0.645590133249723,-0.0836236405727885
"CLEC4A",-0.31422399664011,-0.187032723701077,0.502969720465533,0.0423454713043786
"CLEC4E",-0.254084525275558,-0.157006398675788,0.269632893149886,0.00625138774965928
"CLEC4M",-0.0281401943156166,0.0245758000303407,0.0427864948546808,-0.0685354717213104
"CLEC5A",-0.112840795175892,-0.0964084814046013,0.098267003592828,0.0657835440987131
"CLEC7A",-0.382760625804629,-0.173276613601661,0.224170450234841,0.170704403722429
"CLGN",0.801275348368645,-0.0560330756546998,0.0342490165352234,-0.15978327965987
"CLIC1",-0.10185535565511,-0.0726508872526201,0.107118488335829,-0.00297598655201048
"CLIC3",-0.618127012398025,-0.413907045021346,0.976005675144466,0.63736789318986
"CLIC4",-0.10639242993212,-0.145027712163477,0.138140237523475,0.0706004315056679
"CLIC5",-0.103162339115623,-0.128798100513319,0.313773468980168,-0.0559422782425899
"CLIP1",-0.29800090296483,0.0866610414821248,-0.000820837761829507,0.114739632071567
"CLIP3",0.00306895354564391,-0.075504614333384,0.149006010706049,-0.121422024461925
"CLK1",-0.0682589842793419,-0.195913446247156,0.355489848486611,0.0441826789171338
"CLK2",0.364105127136082,0.0666787974932594,-0.046682840683036,-0.121430268280091
"CLK3",-0.0300155758078402,0.034037489066297,0.00421604177014315,-0.0121428989088253
"CLK4",-0.0108651859054274,-0.131951394003169,0.23802366791534,0.00702629642770611
"CLMN",0.335106878988458,-0.17493447578957,0.109186810830283,-0.0653288811806514
"CLN3",-0.0484751041811722,-0.0214565826898733,-0.004341821352005,0.00098523894868112
"CLN5",-0.0486080682820238,-0.074351933167255,0.163251029841829,0.0971921382591299
"CLN6",0.141212595110182,0.0795418994643964,-0.187022292889218,-0.0965628629327729
"CLN8",-0.144087406920385,0.00549365573029592,0.00816665481568357,0.0925468172510018
"CLNS1A",0.038873039590368,0.135404329675647,-0.312200004635625,-0.00618985209181
"CLOCK",0.0194943866218913,-0.077751590191349,-0.0289663262767968,0.129007496602432
"CLP1",0.00943337218672835,0.0363452289235151,-0.133340360137317,0.0366388865484723
"CLPB",0.036012270236671,-0.00992166947962872,-0.0134533118075226,0.0141458218062156
"CLPP",0.114688539774323,0.154675356279133,-0.140759021751605,-0.076694042674901
"CLPS",-0.00677400030505426,0.00734833961612003,0.0157998075982011,-0.0277085791291782
"CLPTM1",-0.0306179711028185,-0.0253658549638471,-0.0324661671202928,0.132807805958192
"CLPX",0.0881798022884517,0.0866289093495922,-0.179344058578917,-0.0423853722972492
"CLSPN",0.0766893613430931,0.00551125010795553,-0.0383602801162418,-0.00225838379987747
"CLSTN1",-0.397155283879497,0.110897552779413,-0.280054607911439,0.611701955341758
"CLSTN2",0.278427662065804,-0.0117044053015865,-0.0205491699059469,0.0031767262303235
"CLSTN3",0.0286305808148877,-0.0958930177265597,0.128066310197961,-0.0400588057113716
"CLTA",0.0132562375877368,0.198512007800322,-0.126777484663787,-0.131032848986819
"CLTB",-0.277238940136532,0.0588150613534553,-0.0826911114215907,0.159237370943118
"CLTC",0.123055094943074,0.0178859329491898,-0.110421136375248,-0.0422184757516906
"CLTCL1",-0.0381491317357136,0.153589974580687,-0.202236352045608,0.00603806935247855
"CLU",-0.0342983181685015,-0.0489425886454123,0.405383487762617,-0.537597444814988
"CLUAP1",0.0774783487836237,-0.013483520617518,-0.021125750955955,0.0437886766287432
"CLUL1",0.132494060087692,-0.0259594717646869,0.00325923015750385,-0.032533072449292
"CMAH",-0.0576918393537396,-0.142140581374137,0.484320122380093,-0.0620009473993075
"CMAS",0.221814719939467,0.184152911223762,-0.528219063217014,0.101275410402186
"CMKLR1",-0.147960763100285,-0.0469456273993756,0.289134885535386,0.00161439098969907
"CMTM6",-0.239905874905297,-0.121511552392194,0.241725723868429,0.178929291713128
"CNDP2",0.0312190739235425,-0.196055827065861,0.360573867590306,-0.0385797014976328
"CNGA1",-0.0614999940388439,0.0414516961281171,-0.0615289368280694,-0.0203068804243343
"CNGA3",0.00897351626601153,-0.0207528047932903,0.054067770696141,-0.00301233894899022
"CNGB1",-0.0680166733176732,0.000687719014328847,0.0112496590835675,0.0761610636564158
"CNGB3",-0.0602153599044686,0.0392518861237823,-0.0167081078533426,0.0501954797233233
"CNIH",-0.180223598810371,-0.00871887286992656,-0.072305734567078,0.141319480340483
"CNIH3",0.0447884172866166,-0.000877335243495467,-0.0338123148195171,0.0096608439316507
"CNIH4",-0.11138811403535,0.202973693446376,-0.449146019561693,-0.00284295031155302
"CNKSR1",0.00346067378382462,-0.0321341976246848,0.00430899986340616,0.0283601268168826
"CNN1",-0.561460518611395,-0.25361458651926,0.370336062769825,0.229329817142022
"CNNM1",-0.0620070668123245,0.168855777719902,-0.0960937085714502,-0.0623474687202694
"CNNM4",0.0271002054053247,0.0626434956608193,-0.0985674956096605,-0.0876709451152207
"CNOT1",0.0208832181459322,0.117966063694193,-0.108747698213292,0.0544819389193614
"CNOT2",0.137867698903515,-0.029329067472005,-0.0106296471018255,0.0274117707551578
"CNOT3",0.207888439518221,0.0335654315098416,-0.156675772156879,-0.0450845918335955
"CNOT4",-0.0667194939549317,0.100570837652915,-0.0711722867150385,-0.0352279637407709
"CNOT8",0.00523588592053767,-0.113225942546994,0.270815033896449,0.0359337724078106
"CNP",0.141413092977793,0.0286364405926336,-0.0733867349607753,-0.0248555799498247
"CNR1",-0.0248853506696705,-0.00360344956868719,0.179992407338117,-0.032459987881436
"CNR2",-0.0763327319406288,0.0366093295009313,0.0178615521279369,0.0100165990136812
"CNTD2",-0.132340602325681,0.0116662299356385,0.0993129189385206,-0.0287429245210797
"CNTFR",-0.0403195195271571,-0.0268882840191447,-0.012914810087834,0.0094445090502262
"CNTN1",0.03916101853223,0.0776339360450166,-0.107287019868875,-0.00212423687494256
"CNTN2",-0.0196251428318942,-0.02298109675105,0.050783395342057,-0.0270434921632956
"CNTN6",-0.0678548197732423,-0.0144998823871931,0.123076033430863,-0.00377234717661756
"CNTNAP1",0.0388449808694149,-0.131993653733284,0.220685398216202,-0.0396063418459236
"COBL",-0.013835204093199,-0.0587331077886368,0.285897891150588,-0.0958021876876653
"COBLL1",-0.298202250766086,0.298154468627071,-0.0937704175393669,0.0313735643113748
"COCH",0.445868807904981,0.982757418397486,-0.393470713525781,-0.281898412978627
"COG2",0.139222145526814,0.0872046225291532,-0.0622319539129492,-0.192928431475609
"COG4",0.0826044328243156,-0.0966578550228019,-0.00767642527124424,0.108314629686043
"COG5",0.0110145969637876,-0.0713458142088418,-0.0267007402408121,0.116611487544652
"COG7",0.00266460762526877,0.0272153192946442,-0.0950256079405987,-0.0373839471548165
"COIL",0.257123949379462,0.198115198163409,-0.332467845037259,-0.0630830717076162
"COL10A1",-0.972539990656528,0.120409558086411,-0.0835014644510544,0.624179693687143
"COL11A1",-1.07517061863683,0.0321257700753315,-0.419625645309924,1.21636693830152
"COL14A1",-0.0655220783530306,-0.102434842114159,0.293878846202997,0.0287583819986162
"COL15A1",-0.240780189764897,-0.532013217615953,0.161162546233807,0.274930947383292
"COL16A1",-0.236813789499221,-0.278652484322993,0.278328364918036,0.60116014194007
"COL17A1",-0.561511183499466,0.0914234245897441,-0.900136046875348,0.994624321420157
"COL19A1",0.00357657287742374,-0.003991060563035,0.0375423088310001,-0.0414208202074386
"COL1A1",-0.36620994730945,-0.234779463425016,0.0307697948184959,0.423217088495667
"COL1A2",-0.289211349211663,-0.34180281384092,0.11147555179656,0.423731939464206
"COL21A1",-0.0139634875434373,-0.3337930763664,0.528040617025548,0.295748293741743
"COL2A1",0.467765219047172,-0.0604917696184339,0.0132602427732154,0.0389719767412691
"COL3A1",-0.535119129418901,-0.260247325658597,0.218294848793202,0.460010256766513
"COL4A1",-0.105451916008165,-0.143502478475255,0.30933359006259,0.0157782769330358
"COL4A2",0.0389388551671472,-0.223387876478847,0.427230983171068,-0.077332413800568
"COL4A3",-0.182864422269896,-0.088029190674544,0.332909435300144,-0.0228587873163164
"COL4A3BP",-0.226629440122157,-0.083898381070405,0.226230911056953,0.0265102250425127
"COL4A4",-0.0466414020748522,-0.0490094091402168,0.510084491902004,0.0103100060189142
"COL4A5",-0.131980110330055,0.275715799870968,-0.631606130051819,0.0774560495122407
"COL4A6",-0.198937387586237,0.322089944600699,-0.604078605481718,0.343790515372953
"COL5A1",-0.409867944547475,-0.399126031607229,0.233592905388252,0.501601351149498
"COL5A2",-0.44950346301489,-0.402813251448711,0.175184957567297,0.630623736039103
"COL5A3",-0.19934198726773,-0.144457943009248,0.061125612949251,0.253838046105551
"COL6A1",-0.261597613725107,-0.180580475192182,0.171304748534485,0.0538256130303791
"COL6A2",-0.49527177261527,-0.476515252781172,0.515092767471071,0.215876942814452
"COL6A3",-0.389196413391782,-0.331695328078746,0.322471110905587,0.323645678482138
"COL7A1",-0.813374519940565,0.314643745354434,-0.877926594777504,0.424152628454015
"COL8A2",-0.113011992369404,-0.178730862109039,0.121443274345409,0.427227271442277
"COL9A1",0.0283006422097111,0.00803991121978054,0.00184316418837893,-0.0311093000325729
"COL9A2",0.103280724441634,-0.148011879265324,0.0778793092651973,0.157907671858302
"COL9A3",0.551521056096116,-0.191271641082204,0.0120707972045935,-0.0684680059628765
"COLEC10",0.0380764195459092,-0.00212100322758157,-0.0196187797908004,-0.0272240966137442
"COLEC11",0.0241363777282373,0.20255614589086,-0.194520040033492,-0.17505069838871
"COLEC12",-0.62090199036094,-0.38812642644641,0.803764236274512,0.206231139999724
"COLQ",-0.033587044747074,-0.0206911595492498,0.103982513844339,-0.0236611133935478
"COMMD10",0.138389856610037,-0.158782607397961,0.296754554824912,0.00257860380028235
"COMMD3",0.239435351846202,-0.0556086066998104,0.0571065143415241,0.0624875032429937
"COMMD4",0.124405417403752,0.0542099373082172,-0.157837684274855,-0.0261152777768451
"COMMD8",-0.0630374000031018,0.0118745358388717,-0.0355391489449598,0.0611670148971682
"COMMD9",0.0293326263930647,-0.0726111165795192,0.0641221292580723,0.0334965301996759
"COMP",-0.370377279799532,-0.294435746696663,0.108696168948441,0.599608695456709
"COMT",-0.390958317908048,0.168894667000695,-0.137254141381197,0.0980950748902178
"COPA",0.0572673879252474,0.0357207257916859,-0.0553584369593603,-2.22044604925031e-16
"COPB1",0.0432052850293866,-0.0182374532026417,0.0164113102318018,-0.0349484424738739
"COPB2",-0.0389987044340164,0.197802867609512,-0.31195639197757,0.042673705775409
"COPE",0.0541899805220574,0.0170904312695879,-0.112694107715813,-0.0755499846302714
"COPG",0.0697678929961358,0.000746051237402678,-0.0123187104598076,0.161047973150293
"COPS2",-0.141264434010583,0.266882863193476,-0.268259915407867,0.00795353829680101
"COPS3",0.154521713213381,0.148212439052357,-0.200606053020638,-0.0176812960576027
"COPS4",-0.0799256460702988,0.113936205419298,-0.121059117693982,-0.0311386337527304
"COPS5",0.0220515034718793,0.0881598260163177,-0.336206369215088,0.188342767855419
"COPS6",0.0343313916657908,0.203003022582872,-0.123132818744122,-0.0633852145483189
"COPS7A",-0.0369159619773353,0.0760516592177774,-0.107847409748777,0.0881892229739838
"COPS7B",0.118083536578151,-0.00300686440411074,-0.0458295567697942,-0.0345565394313478
"COPS8",0.171342339221888,-0.0563056358358185,-0.0532096900801161,0.0637206775959741
"COPZ1",-0.00707631327589997,0.0513743724253615,-0.0572028752273893,0.0275978580443232
"COPZ2",-0.565030538642989,0.297323778888673,-0.322534711941855,0.305847123666398
"COQ2",-0.103072390334515,0.126428706607157,-0.0511228089190695,-0.0592394657716888
"COQ4",-0.0564424054497445,0.0411616446880085,0.000578479169339285,-0.116417661618317
"COQ6",0.0386941635352196,-0.0747582029445145,0.0244602558012892,0.0549034875194231
"COQ7",0.229903419033882,0.12911375864985,-0.170061241159708,0.00272628509193087
"COQ9",0.0015254726727477,0.0705333945889083,-0.210262612162005,0.108663241233596
"CORIN",-0.0217799974455958,0.00387446837348804,0.0130267732941705,0.119204575649993
"CORO1A",-0.376180142216419,-0.399106275008994,0.781955075446762,-0.120028563388834
"CORO1B",0.00275388032465074,-0.0647505406170756,0.192915125620881,0.0234902611837735
"CORO2B",0.0103893131423909,-0.0482978630977609,0.212403134135272,-0.0617907580949932
"CORO7",-0.00701465291001745,-0.12026296331941,0.29743707369226,-0.176096782793149
"COTL1",-0.146136897080029,-0.466335842949527,0.823583080079608,-0.0184921639249449
"COX10",0.0934347670164754,0.0308961892430037,-0.0911279035661772,-0.0262900052744515
"COX11",0.183037271854505,0.0205886341817823,-0.0415478292805003,-0.191457932008659
"COX15",0.0730786421962002,0.0132459285355835,-0.0760231080734095,-0.0495057702273319
"COX17",0.0601338919755397,0.183557182103702,-0.228327724115843,-0.0110477442386197
"COX4I1",0.0139355218775161,0.0902945895740632,-0.0478542019752606,4.5102810375397e-16
"COX4NB",0.178120999737162,0.0838710537838674,-0.205762720442061,0.0299489775404192
"COX5A",0.0424250320044193,0.34729203145065,-0.328765870444423,-0.179556902003686
"COX5B",0.0677023051575203,0.291080502230023,-0.398874367552994,-0.228443274194818
"COX6A1",0.15636608998029,0.151209678616629,-0.233287275549297,-0.0538484706391085
"COX6A2",-0.110085715277681,0.022187214422967,0.0254641926626178,-0.0101046569788796
"COX6B1",0.198980521878998,0.209661653642843,-0.230147973927293,-0.144110839123683
"COX6C",0.0370411763631512,0.178488966676322,-0.317542300965322,0.00674590051085071
"COX7A1",-0.361117815809002,-0.16206574661156,0.692666151780125,0.156183302436449
"COX7A2",0.213175402136026,0.11413366913412,-0.147539686528047,0.0196291149567241
"COX7A2L",0.00677159225692847,0.0938708321780483,-0.169994274381272,-0.00272047070019263
"COX7B",-0.0173498802240197,0.211536442933368,-0.306353593505382,-0.097954195922485
"COX7C",0.0254305523893001,-0.0102209982953932,0.0596743694484989,-0.219805514136565
"COX8A",-0.0276000923982318,0.118130330385505,-0.245730850987162,-0.0425043523993063
"CP",-0.202628939971061,-0.186959996956081,0.303103418478322,0.147006839551423
"CP110",0.497933305089781,-0.106923190763347,0.133324137694241,-0.0549033489079886
"CPA1",-0.0436737761583993,0.00719198279710653,-0.00595735735204117,0.0157118775581402
"CPA2",0.0523094179003732,0.0364604162091253,0.0134434002953693,-0.0584438040288749
"CPA3",-1.21956165278436,-0.212213475329789,0.655842519591767,0.0210286335112295
"CPA4",0.0307610591554387,-0.0434760006908588,0.00845024043767017,0.0527382871148075
"CPB1",0.0684590073674483,-0.0229607228744313,0.00757041394006064,-0.0157866842036859
"CPB2",-0.00902697572838662,-0.0915988948130215,0.260310703300313,0.00743269839535232
"CPD",-0.118186121490287,-0.0325519639698197,-0.012545527041365,0.0383735488553791
"CPEB1",-0.0503223706188538,-0.00494171602709015,0.0565324242296443,-0.0250986259819661
"CPEB3",-0.0360452618024611,-0.0222406915443628,0.147510896323176,-0.027038425084316
"CPLX2",0.0363667850208708,0.000970855040951069,0.0186864573247505,-0.0357992123089941
"CPLX3",-0.0742286865150601,-0.00567892783599921,0.0626241992173174,-0.0647067115090644
"CPN1",-0.0111810041957876,0.0185026431783717,0.0187454612463073,-0.0573844064035786
"CPN2",0.000681280142756369,-0.0518556462866478,0.17264177114489,-0.0642801853190964
"CPNE3",-0.0917187989628254,0.0353311320903598,-0.222521676568307,0.22664590863614
"CPNE6",-0.019522844064255,-0.00708535778243704,0.00766900751700073,0.00859022823788004
"CPNE7",-0.0082341864786264,-0.00535771383195693,0.0862041855723021,-0.112582202590123
"CPOX",-0.0349390979901002,0.0847889357180351,-0.24429475461619,0.13600793714533
"CPS1",0.0287716693144092,-0.0569647412465865,0.0951511314337576,-0.00727428956403364
"CPSF1",0.19823815560283,-0.0382408889055726,-0.0422496729720669,0.066327630071156
"CPSF3L",0.213735005365342,-0.131976694589689,0.0248968443769171,0.0465152126860555
"CPSF4",0.134070571063882,0.137721983103814,-0.180409276555538,-0.0497924350400231
"CPSF6",0.304218098713409,0.0811574157368319,-0.221590313189933,-0.109033733329612
"CPT1A",0.0611203350283059,0.0799925877498526,-0.142274267349942,-0.0884188040130593
"CPVL",-0.248735422533678,-0.311593533465334,0.674784383446728,0.00319477406233304
"CPZ",-0.377242217336773,-0.25441394493974,0.504723113902678,0.382550591258662
"CR1",-0.108325112480999,-0.0495983255808065,0.290064883713653,-0.0276088055413965
"CR2",-0.0408525499808782,-0.106028233475348,0.816227725127269,-0.0471602600508646
"CRABP2",0.438309695626679,-0.483435079381904,0.275447559930217,0.532146644682934
"CRAT",-0.18423063720213,0.0394830734218576,-0.00287263423874906,0.0238322689457744
"CRB1",0.00479017729197739,-0.038296235172469,0.00012962227986435,-0.0461165715570898
"CRBN",-0.0177289320985963,-0.0906471061625878,0.252429631504675,-0.0333059849404873
"CRCT1",-0.655133629092122,0.33222516007434,-0.112611666496375,0.77737520077599
"CREB1",0.0891351651798132,-0.0193565550840971,-0.0201305150971105,0.0729075093478997
"CREB3",-0.0342372072491042,-0.00532036678927472,0.05201542432612,-0.0946577961776902
"CREB3L1",-0.101647373821066,-0.142245859346186,0.39452236561721,0.044037008557968
"CREB3L2",-0.205119898068778,-0.203388112923138,0.260414162823517,-0.0682749123039362
"CREB5",-0.028975125839406,0.186749488534744,0.0202665632068846,-0.176766960131297
"CREBBP",-0.0263544740083434,0.063149175416575,0.00097577600735943,-0.0767753962025735
"CREBL2",-0.253586392402273,-0.113351335173119,0.368624267431291,-0.00938177763866999
"CREBZF",0.126222275930983,0.00768627188816229,0.0122418418269301,-0.157211815824601
"CREG1",-0.472774176045986,0.707934690105487,-0.111950733112779,-0.343450954909535
"CRELD1",0.044933781116316,-0.161432294750301,0.182628857695183,-0.0121034142561289
"CRELD2",-0.0292137174584224,-0.0409477568167843,0.00257174184760592,0.107120527054488
"CREM",-0.0865852025423108,-0.0495021159230127,0.0610364039608544,-0.00407048085016748
"CRH",0.0426761011596537,-0.0210530917325014,0.0444334914249464,-0.0549025677577333
"CRHBP",0.00438676585087752,0.00121312088727699,0.0112096238158417,-0.0269243832885864
"CRHR1",0.00490746198215031,0.000688612362164776,0.0141791838731583,-0.0512414402472432
