"","primitive","classical","secretory","basal"
"ACOT9",-0.0316355133230935,-0.11530867748006,0.0880309965173436,-0.0308281603301408
"ACOX1",0.120523638086214,0.00302520041400067,-0.0897939203869291,0.14860881433495
"ACOX2",-0.0416915537311422,-0.247591831733742,0.610613835115645,-0.00605711626840111
"ACOX3",0.0689235727999294,-0.115190665449333,0.175861887431411,0.0435569216802274
"ACOXL",0.00447621256632924,-0.0180095590273022,0.0729904427382965,-0.0162501486812927
"ACP1",0.147550501899389,0.0905681665435743,-0.286029882871386,-0.0202863997857567
"ACP2",-0.0588284580483341,-0.0892284782239932,0.155884617328725,0.0233545369098598
"ACP5",-0.564554882184258,-0.112762946445607,0.763906531339443,-0.0155774134014619
"ACP6",0.293072942394896,-0.136212903231618,0.0207464296357433,-0.0236808950347103
"ACPP",-0.169023999855969,0.217547138018444,-0.191178056825631,0.0570699294587513
"ACR",-0.059041443609152,0.00228731953713779,0.0733953843277045,-0.0544137010430291
"ACRV1",-0.0256797009169952,0.000523112941737125,0.0426294189817699,-0.00872637513315672
"ACSBG2",0.027868358201263,-0.000214114988696501,0.0249214691636052,-0.00112064057268046
"ACSL1",-0.533524915287568,0.0558211149433346,0.0844108411359428,0.0276807183875956
"ACSL4",-0.0965287478669614,-0.193648366893609,0.499681175194444,-0.00305756889305447
"ACSL5",-0.0332917380531041,-0.399791193236894,0.984954257943138,-0.0473086075303879
"ACSL6",0.00823706770413746,0.0080174606339527,0.0193969083975508,-0.0451733330015316
"ACSM1",-0.0539962522844199,0.00395258698624201,0.0687628653795183,0.00253117663770747
"ACTA1",0.0642472156985561,-0.0326126653912731,0.0132153969352466,0.0457396820590426
"ACTA2",-0.430970907020659,-0.303100803065345,0.430571780997999,0.163308470034057
"ACTB",-0.106880314113072,-0.0881328195434259,0.105704501294857,0.185156962663553
"ACTG1",0.0383210933738183,-0.0167577119648579,-0.113925482180425,0.097433704040271
"ACTG2",-0.0382421445690198,-0.224839917155762,0.20199414442361,0.396629108279001
"ACTL6A",0.295438338812633,0.409302744689532,-0.80849777490429,-0.0215951821516837
"ACTL6B",-0.0376660788501986,0.00350236427590719,0.0252726346473754,-0.0233250213516864
"ACTL7A",-0.0521828595149829,0.0230122243610618,0.00683940749522272,0.0621286987253499
"ACTL7B",0.0389234784643129,0.00122108214573921,-0.012060890086425,-0.0300967262693683
"ACTL8",0.0293144628641011,-0.00871758469479622,-0.019228191360798,0.0183737642838131
"ACTN1",-0.0784599036942759,-0.23556626182975,0.0527081484726493,0.508958588783345
"ACTN2",0.00485188749294307,-0.0170258854116246,0.0657422239617973,-0.0501761923948658
"ACTN4",-0.0231519910294948,0.0225887602431976,-0.115126495140941,0.0792631378589047
"ACTR10",-0.0684316042819355,-0.0675590542632329,0.0554195617841593,0.112828060052159
"ACTR1A",0.0337765859969525,-0.227319945571554,0.132430445662318,0.164448282204711
"ACTR1B",0.160258109908657,0.0680282519933877,-0.161550178396426,-0.0532901910914328
"ACTR3",-0.279532290886026,0.233639117727203,-0.257049682262167,0.01176129471264
"ACTR5",0.0620125794258082,-0.0242365970328677,-0.0238879293844261,-0.0192415610614676
"ACTR6",0.346861699489599,0.0992424979123618,-0.215509262654442,-0.186239056696804
"ACVR1",-0.186480255748951,0.0623699164839486,-0.144081607717109,0.112262367782426
"ACVR1B",0.0455258753013088,0.00851699944280625,-0.019105756818826,0.0500258373783673
"ACVR2A",0.0686127230503855,0.0538154348911646,-0.141078785493706,0.0574315364738607
"ACVRL1",-0.123541881467192,-0.145010604079923,0.44592655731629,0.00635997307655511
"ACY1",0.0313914512266581,-0.0972743783672096,0.0449091442465557,0.217156084130522
"ACYP1",0.526048249634005,0.0173365672790944,-0.0927439029524506,-0.0953583541278868
"ACYP2",-0.032745498419213,0.00269743007058085,-0.0592228507275614,0.0577063929994117
"ADAM10",-0.093369911771345,-0.0276479487193848,-0.0307231303931117,0.158778630756754
"ADAM11",0.00851576431047496,0.00706623721563382,-0.0101397210549188,-0.00111821866875815
"ADAM15",-0.0468397732671502,-0.0133039377051907,-0.0831494260555536,0.0840560340509587
"ADAM17",-0.207276341294977,0.296023009973507,-0.216731313592769,0.0685780802717537
"ADAM18",0.00181717912683069,-0.0100868833041029,0.00674555996252819,-0.016474919345689
"ADAM19",-0.216342859527247,-0.0831055934751772,0.259829931812112,0.0191272697988474
"ADAM2",0.0127492468133124,-0.0240015663890666,0.0108904284704519,0.0111086578072336
"ADAM20",0.0204725346251113,-0.00527831876679086,0.0203246500270069,-0.014548477258745
"ADAM22",0.0395017063406946,-0.0580521888980615,0.0285511121437241,-0.0142074314697164
"ADAM23",-0.415309915129269,1.87753755074848,-1.36961620363014,-0.535036511444016
"ADAM28",-0.221892075827075,-0.256507597611459,0.43749912271971,0.259747674718698
"ADAM29",-0.0353529102186588,-0.00627410717149857,0.0556402363334119,0.00354358857805598
"ADAM30",0.0116834848142022,0.00826997270796204,0.00195792053184485,-0.0249183343563334
"ADAM7",-0.0165409565969347,-0.00120552036535349,0.00593293883326874,-0.0106320018446419
"ADAM8",-0.294415865358262,-0.252421155970798,0.604039577725342,0.174983702118396
"ADAM9",-0.20303410970785,-0.094412852025041,-0.0136979510840126,0.295841299903353
"ADAMDEC1",-0.660464889002393,0.0686596094553772,0.687560517319843,-0.166985903498221
"ADAMTS13",-0.0350638663644364,-0.000358017566536084,0.00413344025397053,0.00169391281273924
"ADAMTS2",-0.136544499416945,-0.0540599123722278,0.134325359249671,0.0584299996119829
"ADAMTS3",0.0845199831062571,-0.106311182674598,0.108576641503469,0.0308515178108402
"ADAMTS5",-0.119692433668009,-0.0611703340109053,0.197777042213298,0.0799738243784309
"ADAMTS6",0.0532165012924823,-0.0399779960684465,0.0203508813879927,0.0586965965428189
"ADAMTS7",-0.0270171846607545,-0.00303645881460657,0.0112351330615398,0.00555762157503081
"ADAMTS8",-0.089265084313858,0.00340864724287748,0.125278346769273,-0.0296524635673028
"ADAMTSL2",-0.0958533736674932,-0.0604986931100644,0.160209539030499,0.00361074468076739
"ADAMTSL3",-0.0172287645075637,-0.0584681179621035,0.0895356588638991,-0.0403967485447996
"ADAR",0.0929024992744855,-1.35822636718949e-05,0.0311082264956152,-0.13889382892289
"ADARB1",-0.0859096714953362,-0.0733776618961389,0.225838574386724,-0.0351660612098324
"ADAT1",-0.015392095252184,-0.0499286839442924,0.00528070135119717,-0.0333553930052979
"ADCK2",-0.0817655635639888,0.183546743796138,-0.210983345996678,-0.0150846386902956
"ADCY1",0.0384329966467896,0.0225043780820731,0.0302614811799283,-0.0628773584935443
"ADCY2",0.0123093014136104,-0.0091135156437348,-0.00765718587923492,-0.0373494058575215
"ADCY6",0.141763238100116,-0.133064088657001,0.183221901056986,-0.0165481817097144
